DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER
2020-11-19,26.82,233
2020-11-20,26.6,231
2020-11-21,26.43,229
2020-11-22,26.34,228
2020-11-23,26.3,228
2020-11-24,26.07,226
2020-11-25,25.86,224
2020-11-26,25.67,223
2020-11-27,25.45,221
2020-11-28,25.24,219
2020-11-29,24.99,217
2020-11-30,24.76,215
2020-12-01,24.5,212
2020-12-02,24.3,211
2020-12-03,24.04,208
2020-12-04,23.78,206
2020-12-05,23.54,204
2020-12-06,23.3,203
2020-12-07,23.06,200
